GEOID,heatrisk_class,City,Tree Canopy Class,RentBurden_class
6037113213,3,Chatsworth,1,2
6037113322,3,Chatsworth,2,2
6037113322,3,Chatsworth,2,2
6037111205,2,Northridge,2,2
6037111205,2,Northridge,1,2
6037111205,2,Northridge,2,2
6037111302,3,Northridge,2,3
6037111302,3,Northridge,2,3
6037113212,2,Chatsworth,2,4
6037113212,2,Chatsworth,2,4
6037111204,2,Porter Ranch,2,0
6037111204,2,Porter Ranch,2,0
6037111204,2,Porter Ranch,3,0
6037113211,2,Chatsworth,2,2
6037113211,2,Chatsworth,2,2
6037113102,1,Chatsworth,3,3
6037113102,1,Chatsworth,3,3
6037113101,2,Chatsworth,2,3
6037113101,2,Chatsworth,2,3
6037111206,2,Porter Ranch,2,4
6037111206,2,Porter Ranch,3,4
6037111206,2,Porter Ranch,2,4
6037111206,2,Porter Ranch,2,4
6037111206,2,Porter Ranch,2,4
6037111202,3,Granada Hills,2,2
6037111202,3,Granada Hills,2,2
6037111202,3,Granada Hills,3,2
6037109500,3,Pacoima,1,3
6037109500,3,Pacoima,1,3
6037109500,3,Pacoima,1,3
6037111201,2,Granada Hills,2,1
6037111201,2,Granada Hills,2,1
6037111201,2,Granada Hills,2,1
6037104310,3,Pacoima,1,2
6037104310,3,Pacoima,0,2
6037104310,3,Pacoima,1,2
6037109200,2,Granada Hills,1,0
6037109200,2,Granada Hills,2,0
6037109200,2,Granada Hills,2,0
6037109100,3,Mission Hills,1,3
6037109100,3,Mission Hills,1,3
6037106646,2,Granada Hills,2,4
6037106646,2,Granada Hills,1,4
6037320300,4,San Fernando,1,3
6037320300,4,San Fernando,1,3
6037320300,4,San Fernando,2,3
6037320300,4,San Fernando,2,3
6037320300,4,San Fernando,2,3
6037320201,3,San Fernando,1,3
6037320201,3,San Fernando,1,3
6037106642,2,Granada Hills,3,4
6037106642,2,Granada Hills,2,4
6037106642,2,Granada Hills,3,4
6037106649,2,Sylmar,2,4
6037106649,2,Sylmar,2,4
6037108101,1,Porter Ranch,2,0
6037108102,2,Porter Ranch,2,2
6037108103,1,Porter Ranch,2,4
6037108103,1,Porter Ranch,3,4
6037108202,4,Chatsworth,0,4
6037106643,2,Granada Hills,3,0
6037106643,2,Granada Hills,2,0
6037106643,2,Granada Hills,2,0
6037320202,4,San Fernando,3,4
6037320202,4,San Fernando,1,4
6037106645,2,Granada Hills,3,4
6037106645,2,Granada Hills,2,4
6037106648,4,Sylmar,2,3
6037106648,4,Sylmar,1,3
6037107020,4,Sylmar,2,4
6037107020,4,Sylmar,2,4
6037106641,1,Granada Hills,3,3
6037107010,2,Sylmar,2,3
6037106114,4,Sylmar,1,3
6037106114,4,Sylmar,2,3
6037108104,0,Porter Ranch,2,3
6037106603,1,Granada Hills,0,3
6037106603,1,Granada Hills,2,3
6037920303,0,Chatsworth,1,2
6037920312,4,Santa Clarita,3,4
6037106510,4,Sylmar,1,4
6037106510,4,Sylmar,2,4
6037106510,4,Sylmar,0,4
